id,gender,description,season,masterCategory,subCategory,simplifiedColour,sleeve_type,neck_type
50961,Women,"Style Note One world's largest denim-wear Brands lee definitely knows how craft their denims. This Summer brand presents range denim jeans that you will want live in. Its blended fabric composition ensures super-stretchy feel that guaranteed not stretch -out over time. tops, t-shirts, tunics..... Whatever you pair it, lot complements will definitely come your way. Product Details Black denim jeans, two scoop pockets front leather strip detail, embroidered branding right, yoke two patch pockets at back arquette embroidery, waistband loops, zippered fly button, PU patch branding at back waistband Material Care Cotton blend Machine wash cold Warm iron Size Fit Extra low rise, slim super skinny fit model( height 5'8""and waist 28"") wearing size 28",Summer,Apparel,shirt,Black/Gray,short sleeve,boat neck
50962,Women,"Style Note One world's largest denim-wear Brands lee definitely knows how craft their denims. This Summer brand presents range denim jeans that you will want live in. Its blended fabric composition ensures super-stretchy feel that guaranteed not stretch -out over time. tops, t-shirts, tunics..... Whatever you pair it, lot complements will definitely come your way. Product DetailsDark blue denim jeans, two scoop pockets front piping detail, insert coin pocket right top stitch, yoke two patch pockets at back arquette embroidery, waistband loops, zippered fly button, printed branding at back waistband, black purple checked fabric inlay at bottom hemMaterial CareCotton blendMachine wash coldWarm ironSize FitExtra low rise, slim super skinny fitThe model( height 5'8""and waist 28"") wearing size 28",Winter,Apparel,shirt,Blue,long sleeve,hooded
50963,Women,"Style Note One world's largest denim-wear Brands lee definitely knows how craft their jeggings. This Summer brand presents range jeggings that you will want live in. Its blended fabric composition ensures super-stretchy feel that guaranteed not stretch -out over time. tops, t-shirts, tunics..... Whatever you pair it, lot complements will definitely come your way. Product DetailsBlue denim jeggings slight whiskering, brown,white ochre top stitch detailing, two mock scoop pockets front panels, yoke two patch pockets at back arquette embroidery, waistband loops, zippered fly button, PU patch branding waistband at back Material Care Cotton blend Machine wash cold Warm iron Size Fit Extra low rise, slim super skinny fit model( height 5'8""and waist 28"") wearing size 28",Summer,Apparel,shirt,Blue,short sleeve,boat neck
5109,Women,"CompositionWhite red black polka dots printed cotton top round neck, reinforced dual piping along neckline, raglan sleeves mild gathers along bust panel flaired panel at waist mild gathers, rounded hemlineFittingComfortWash careHandwash cold waterDo not machine washWash dark colours separatelyUse mild detergentDo not bleachDo not wringDo not tumble dryFlat dry shadeMild ironDo not iron print/embellishment/embroideryGet comfortable style cotton top wrangler. raglan sleeves flaired panel at waist make it comfortable wear, hiding away those unwanted curves, while busy red black polka dots along white base fabric add sense soft comfort. Team this slim Fit jeans or urban yoga bottoms ballerina flats cool casual look.Model statisticsThe model wears size M t-shirtsHeight-5.7"", Chest-33"", Waist-26""",Summer,Apparel,Topwear,Black/Gray,short sleeve,round neck
5110,Women,"CompositionWhite blue black polka dots printed cotton top round neck, reinforced dual piping along neckline, raglan sleeves mild gathers along bust panel flaired panel at waist mild gathers, rounded hemlineFittingComfortWash careHandwash cold waterDo not machine washWash dark colours separatelyUse mild detergentDo not bleachDo not wringDo not tumble dryFlat dry shadeMild ironDo not iron print/embellishment/embroideryGet comfortable style cotton top wrangler. raglan sleeves flaired panel at waist make it comfortable wear, hiding away those unwanted curves, while busy blue black polka dots along white base fabric add sense soft comfort. Team this slim Fit jeans or urban yoga bottoms ballerina flats cool casual look.Model statisticsThe model wears size M t-shirtsHeight-5.7"", Chest-33"", Waist-26""",Summer,Apparel,Topwear,White,short sleeve,boat neck
5119,Women,"CompositionBeige red round neck striped top puffed sleeves gathered at hemsFittingComfortWash care Light machine wash Do not bleach Warm iron reverse Do not dry clean Dry flat/ reverse Do not scrub essential every woman's wardrobe, this beige red striped top smart cool upper own. While round neck sits flat your torso, horizontal stripes add sense casual styling. Pair it skinny jeans chappals casual look.Model statistics1. model wears size M t-shirts2. Height-5.7"", Chest-32"", Waist-26""",Summer,Apparel,Topwear,Brown,sleeveless,round neck
51222,Women,"Style NoteIndia's design genius satya paul comes up this gorgeous printed kurti easy, drapey silhouette. Guaranteed flatter your figure, style this colour block trousers or leggings.Product DetailsCream brown semi diaphanous kurti, V-neckline, short sleeves, bead embellishments below bust vented hemMaterial CareSyntheticDry cleanSize FitRegular fitThe model (height 5'8"" chest 33"") wearing size M",Summer,Apparel,Topwear,Brown,short sleeve,round neck
51225,Women,"Multi coloured, screen printed georgette tunic, V neck embroidered band, pleats beneath panel, sleeveless, knit lining",Fall,Apparel,Topwear,Orange/Yellow,long sleeve,turtle neck
51226,Women,"Style NoteIndia's design genius satya paul comes up this gorgeous printed tunic easy, drapey silhouette. Guaranteed flatter your figure, style this colour block trousers or jeggings.Product DetailsDeep green one-shoulder top purple trims, rosette detail left shoulder, trailing fabric detail at left shoulder purple sequins at hemMaterial CareSyntheticDry cleanSize FitRegular fitThe model (height 5'8"" chest 33"") wearing size M",Summer,Apparel,Topwear,Green,short sleeve,round neck
51231,Women,"Style NoteFrom design house satya paul, this fiery piece captures bohemian travelling spirit you. bright jewel toned colouring, we love that this simplistically styled yet, it casts ocean nymph-like, flowy silhouette. Style it leggings dressy vibe.Product DetailsSleeveless rust red orange round neck kurti, metallic embellishments along neckline, two pleats at bust, two inverted flaring box pleats at midriff slightly flaring skirt. Comes flesh coloured lining.Material CareSyntheticDry cleanSizeRegular FitThe model (height 5'8"" chest 33"") wearing size M",Summer,Apparel,Topwear,Orange/Yellow,sleeveless,boat neck
51232,Women,"Green printed kaftan, screen print, orange border, V neck satin band, pleats at back front, belted waist",Fall,Apparel,Topwear,Green,long sleeve,turtle neck
5125,Women,"Vanilla white shirt blue floral print, mandarin collar open V-neck running into front full buttoned placket fabric buttons, short sleeves elasticated hems, pin tucked thin laced chest panel, flaired panel at bust mild gathers at mid back, drawcord at hem badge stitched at left waist",Summer,Apparel,Topwear,Blue,sleeveless,boat neck
5130,Women,"CompositionBlack cotton top white ethnic print, round neck elasticated at shoulders, raglan sleeves elasticated waist drawcordFittingComfortWash careHandwash cold waterDo not machine washWash dark colours separatelyUse mild detergentDo not bleachDo not wringDo not tumble dryFlat dry shadeMild ironDo not iron print/embellishment/embroideryBlend ethnicity style this cotton top wrangler. traditional pattern print white black fabric, this top made utmost comfort lightly elasticated neckline near shoulder panel elasticated wasitline drawcord customise Fit. Team this slim fit jeans or urban yoga bottoms ballerina flats cool casual look.Model statisticsThe model wears size M t-shirtsHeight-5.7"", Chest-33"", Waist-26""",Summer,Apparel,Topwear,Black/Gray,short sleeve,round neck
5133,Women,"Mauve round neck sleeveless blouson top, ribbing around neckline armholes, satin ribbon back inseam neckline distressed graphic front",Summer,Apparel,Topwear,Pink/Purple,short sleeve,boat neck
51331,Men,"Style Notewildcraft, outdoor experts, give you this raincoat unique styling makes it easy wear carry. Waterproof, breathable, water repellent wind proof - this coat essential your outdoor adventures or when you are out braving rains. Easy pack, compact lightweight, carrying it you no hassle. Product DetailsBlack rain coat, hood toggle straps, zipper front flap velcro closure concealing it, two insert pockets flaps velcro closure above hemline long sleeves elasticated cuffsMaterial CareBlendedMachine wash coldDo not tumble dry, dry clean or ironSize FitRegular fitThe model (height 6' shoulders 18"") wearing size MPlease note that thread colour brand logo may vary image shown",Summer,Apparel,Topwear,Black/Gray,short sleeve,round neck
51332,Men,"Style NoteEmbrace outdoors-come rain or shine wildcraft's range Active rainwear. Uniquely crafted ensure comfort while braving elements, this pair trousers also waterproof pockets Velcro closures keep your monetary essentials dry.Product detailsBlack full length rain trousers, two side pockets Velcro closures, adjustable elasticated hemline, branding left leg, wide elasticated waistbandMaterial CareSyntheticMachine wash cold Do not ironSize FitRegular FitThe model ( height5'8""and waist 34"") wearing size MPlease note that thread colour brand logo may vary image shown",Summer,Apparel,shirt,Black/Gray,short sleeve,polo
51333,Men,"Style Note face harsh winds style this trendy wind cheater jacket outdoor experts, wildcraft. This light weight jacket just what you want wearing when speeding your bike or when out one those adventure trips you so love going for. Product Details Beige wind cheater jacket, mock collar, hood behind collar folded velcro closure, branding left chest back, zippered closure front collar hemline, two insert pockets front above hemline toggle strap at hemline Material Care Synthetic Machine wash cold Size Regular Fit model (height 6' chest 33"") wearing size SPlease note that thread colour brand logo may vary image shown",Summer,Apparel,Topwear,Brown,sleeveless,polo
